,data,price
0,2020-26-04/20/20 13:26:29,"31,697.24"
,data,price
0,2020-26-04/20/20 13:26:30,"31,694.64"
,data,price
0,2020-26-04/20/20 13:26:32,"31,695.76"
,data,price
0,2020-26-04/20/20 13:26:34,"31,695.66"
,data,price
0,2020-26-04/20/20 13:26:36,"31,695.71"
,data,price
0,2020-26-04/20/20 13:26:38,"31,695.22"
,data,price
0,2020-26-04/20/20 13:26:42,"31,694.48"
,data,price
0,2020-26-04/20/20 13:26:44,"31,691.95"
